x,y
35.7076040149519,5.758728123484531
34.7750562116532,7.191659265320876
35.11926945832129,7.262667077277511
33.710852321779626,5.193158849510566
33.60614335875374,7.6011794247995175
37.23732944836289,5.573572906947058
34.81458582799279,7.407455452144624
35.040290631367924,7.233622946502057
34.533122453216436,6.884312714899101
35.61084397029645,4.402148223156363
33.66159501914402,8.21783625561018
35.7253477197912,5.687775736110029
34.517127721375594,6.672622485926322
33.58249622119578,6.890423990620507
34.72314231482565,7.131994055676375
35.427967914027114,5.572187468294279
34.72546175580725,7.356310223139404
36.352750783365224,7.382819725307639
32.70896677584683,6.6016504018945845
32.99215166785302,5.38737008956299
35.15632626099606,6.119582486417097
35.36873358699935,5.945662861427817
37.40047419265691,6.945865018805659
34.875294058761796,7.196231480066278
35.64020419833734,6.257346574036589
35.91594429702005,5.57421406534516
35.58244368654961,6.616347352312081
33.40076059966776,5.996534035138526
35.21543749934218,7.957136763221432
34.752533832548025,6.703210070974991
35.686685792035185,6.265919952730355
35.493727078220935,8.43678556267649
33.50404462763226,6.471936878868182
35.16959099524155,8.1494546668924
35.871267372503546,6.689919416129369
33.931522001058056,7.283819153722375
33.592443364275944,7.753231614070878
35.77469104350142,5.847928562174561
35.621007753123926,5.7316981649807754
36.331700468957486,5.782101266959845
36.64565232083976,7.667392258256607
33.746413799109135,5.2043258816199
35.197520155934384,8.64959055922764
34.50447970468261,7.478076091647141
33.15226229408356,7.618447329518551
35.76440515306704,6.6756033787364295
34.43086606161681,7.442010744706524
35.35572445291551,7.156507453073739
34.73189277943353,6.557435840359223
33.252031200861154,6.319334290107321
35.32537592160098,5.939850181244429
33.84252893912864,6.486784274567826
34.609984408880365,8.39005036896363
35.73062174474282,6.889783541247324
35.47134146433591,7.645568289139973
34.74871981260899,7.354287165672027
35.494067862906064,7.645397707360337
35.26621343142191,6.849958480620591
33.90984076412102,6.092565020264473
34.44346139660494,6.259577328243225
34.54354853060854,9.338796779878187
34.66584275964528,7.008804942967911
34.09858458603817,6.358347267788703
32.38841113644041,8.889497333426478
34.74213300946935,6.634067201196619
34.28167385281854,6.3682056305590224
33.9315442902393,6.191909904468572
35.610667092148546,6.966010296187915
35.61046510742285,8.559303608546344
35.821350705109104,6.581266403296332
35.669778347648815,8.812968067514653
35.77028279987166,7.079061529412119
34.63885779775126,4.566254690388001
34.56289943638045,6.447579825250917
35.158077053984925,7.179145434433695
36.47655112847742,7.410618268348405
36.7952080461012,5.285352847591848
34.64666456389812,6.745191687644476
36.147447321056966,7.652252787977398
33.79874894899669,6.051233862367576
35.339494410070564,5.75931297886511
34.64676039593707,5.160720031730025
34.642144387461244,6.145564502628851
35.3349919415568,7.022194069996181
34.22723218313286,7.371351228231317
36.597497338317424,6.906350732151402
33.89548268401096,7.428507220257848
34.75674364119191,5.856803273820396
36.529313960081176,8.028284555955072
34.77044182869806,6.83756111282204
35.08818224477486,6.865227227991298
36.23648303317622,6.364898476593371
33.46032241605677,6.442378091431287
33.833658914434054,8.390281922056378
35.51806770324059,6.75308830888002
9.146814127049103,10.817772196144821
25.252119931778626,13.304207086044675
11.72378211136025,23.596767021279927
37.16397708631687,20.067697112449192
14.672103606478554,41.58603879944521
46.713337385454835,16.817742408468348
16.710152198182385,27.848297457214915
35.1057262765028,38.57363608255583
15.762520052267416,33.71180087648456
39.875903579385586,46.37947989535456
23.502259785167627,32.31338458160634
43.584000899319896,13.088829695376948
47.36561291082868,36.23026245097321
18.204987665622713,23.013256782050906
26.53430262340201,12.448511379970826
30.381486299105976,30.57423201305074
27.825230500984954,49.752251905833084
25.026702352353592,31.803269233791276
5.275560753895286,45.39162978504111
17.36688696690694,32.24423805002796
